userCode,age,company,gender,total_trips,avg_flight_price,avg_distance,avg_flight_time,avg_days,avg_hotel_price,total_trips_without_hotel_bookings,from_Aracaju (SE),from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Aracaju (SE),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_economic,flightType_firstClass,flightType_premium,agency_CloudFy,agency_FlyingDrops,agency_Rainbow,hotel_Hotel A,hotel_Hotel AF,hotel_Hotel AU,hotel_Hotel BD,hotel_Hotel BP,hotel_Hotel BW,hotel_Hotel CB,hotel_Hotel K,hotel_Hotel Z,place_Aracaju (SE),place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),flight_year_2019.0,flight_year_2020.0,flight_year_2021.0,flight_year_2022.0,flight_year_2023.0,flight_month_1.0,flight_month_2.0,flight_month_3.0,flight_month_4.0,flight_month_5.0,flight_month_6.0,flight_month_7.0,flight_month_8.0,flight_month_9.0,flight_month_10.0,flight_month_11.0,flight_month_12.0,flight_is_weekend_False,flight_is_weekend_True,hotel_year_2019.0,hotel_year_2020.0,hotel_year_2021.0,hotel_year_2022.0,hotel_year_2023.0,hotel_month_1.0,hotel_month_2.0,hotel_month_3.0,hotel_month_4.0,hotel_month_5.0,hotel_month_6.0,hotel_month_7.0,hotel_month_8.0,hotel_month_9.0,hotel_month_10.0,hotel_month_11.0,hotel_month_12.0,hotel_is_weekend_False
211.0,57,4You,female,66,907.3195454545456,492.100606060606,1.278333333333333,2.625,199.018125,50,25,21,8,4,9,35,14,9,7,25,21,8,4,9,35,14,9,7,32,56,44,50,20,62,4,2,2,8,2,6,6,0,2,2,2,6,4,8,2,6,0,2,28,104,0,0,0,9,9,8,9,9,8,9,9,10,18,17,17,99,33,16,16,0,0,0,2,2,0,0,0,2,4,2,0,6,6,8,132
212.0,34,4You,male,178,954.478286516854,521.8904494382023,1.356067415730337,2.6153846153846154,217.9671153846154,126,74,76,18,24,19,77,27,19,22,74,76,18,24,19,77,27,19,22,108,170,78,166,78,112,10,16,8,16,6,8,6,16,18,18,6,8,10,16,8,6,16,16,28,105,104,104,15,36,29,27,27,26,25,26,27,28,37,33,35,275,81,6,30,38,28,2,10,2,4,6,6,10,18,10,10,16,6,6,356
213.0,44,4You,female,104,898.4182211538462,479.5301923076923,1.24625,2.6296296296296298,219.40666666666664,77,42,49,14,16,13,42,11,11,10,42,49,14,16,13,42,11,11,10,58,88,62,100,22,86,8,8,8,6,0,6,4,6,8,8,0,6,8,6,8,4,6,8,28,105,75,0,0,18,16,17,18,18,16,18,18,16,18,18,17,158,50,8,32,14,0,0,2,4,4,2,6,4,4,8,2,8,4,6,208
214.0,62,4You,female,32,1030.6590625,534.646875,1.38875,2.2857142857142856,252.1185714285714,25,16,12,5,7,4,13,5,0,2,16,12,5,7,4,13,5,0,2,14,36,14,24,14,26,4,2,4,0,0,0,2,0,2,2,0,0,4,0,4,2,0,2,28,36,0,0,0,9,8,9,9,1,0,0,0,2,9,8,9,44,20,6,8,0,0,0,2,0,4,2,0,0,0,0,0,0,2,4,64
218.0,60,4You,female,70,891.1847142857143,472.8494285714286,1.2288571428571429,2.583333333333333,217.2279166666667,46,31,32,6,6,11,22,11,8,13,31,32,6,6,11,22,11,8,13,44,62,34,62,18,60,4,10,4,10,4,2,6,6,2,2,4,2,4,10,4,6,6,10,28,105,7,0,0,16,9,8,9,9,8,9,9,10,19,16,18,99,41,10,38,0,0,0,4,6,2,6,0,4,2,0,4,12,2,6,140
221.0,58,4You,female,32,894.41171875,449.7934375,1.1684375,2.125,185.6975,24,13,13,5,2,3,17,6,1,4,13,13,5,2,3,17,6,1,4,16,32,16,30,8,26,0,4,0,4,4,2,2,0,0,0,4,2,0,4,0,2,0,4,28,36,0,0,0,9,9,8,9,1,0,0,0,2,9,9,8,48,16,4,12,0,0,0,6,2,2,2,0,0,0,0,0,2,0,2,64
222.0,21,4You,female,143,897.8175874125874,489.5618181818182,1.2725874125874126,2.4038461538461537,207.72519230769228,91,57,66,14,19,19,54,23,18,16,57,66,14,19,19,54,23,18,16,88,118,80,114,30,142,12,12,12,18,4,16,14,8,8,8,4,16,12,18,12,14,8,12,28,105,105,48,0,27,24,25,27,26,22,19,17,19,27,25,28,212,74,14,34,34,22,0,12,4,8,10,6,6,12,8,2,8,10,18,286
223.0,36,4You,female,163,912.6184049079752,483.6310429447853,1.256564417177914,2.576923076923077,189.19826923076923,111,67,64,28,14,24,71,16,18,24,67,64,28,14,24,71,16,18,24,90,134,102,160,38,128,8,16,6,18,8,24,4,8,12,12,8,24,8,18,6,4,8,16,28,105,104,89,0,27,25,25,27,26,25,27,26,28,36,27,27,250,76,12,32,32,28,0,10,4,4,14,4,10,8,8,8,14,6,14,326
224.0,65,4You,female,100,909.96395,525.6765,1.3659,2.305555555555556,187.9075,64,40,44,15,14,8,41,14,15,9,40,44,15,14,8,41,14,15,9,70,64,66,84,16,100,6,4,2,8,8,18,12,10,4,4,8,18,6,8,2,12,10,4,28,105,67,0,0,19,15,17,18,18,16,18,16,10,19,16,18,155,45,12,34,26,0,0,6,6,4,8,8,6,4,4,2,12,8,4,200
226.0,29,4You,female,71,926.6932394366196,484.9525352112676,1.2602816901408451,2.0416666666666665,187.10375,47,26,34,9,5,9,26,10,10,13,26,34,9,5,9,26,10,10,13,42,64,36,52,18,72,2,8,4,4,4,8,10,4,4,4,4,8,2,4,4,10,4,8,28,105,9,0,0,18,9,8,9,9,8,9,9,10,18,17,18,109,33,14,32,2,0,0,8,2,2,2,0,2,2,2,6,6,6,10,142
228.0,29,4You,male,147,947.7791156462584,507.6757142857143,1.3197959183673469,2.3260869565217392,202.7817391304348,101,58,67,21,19,15,52,18,22,22,58,67,21,19,15,52,18,22,22,80,132,82,112,38,144,8,14,6,14,6,14,10,14,6,6,6,14,8,14,6,10,14,14,28,105,104,57,0,27,24,26,26,27,25,23,18,19,28,25,26,227,67,6,34,34,18,0,6,10,4,12,12,8,6,8,2,8,4,12,294
230.0,35,4You,female,163,926.915582822086,492.7271165644172,1.2806134969325154,2.6511627906976742,224.4181395348837,120,73,71,25,21,22,59,15,20,20,73,71,25,21,22,59,15,20,20,90,150,86,152,44,130,14,6,10,6,10,8,16,10,6,6,10,8,14,6,10,16,10,6,28,105,104,89,0,27,24,26,26,26,26,29,24,28,36,28,26,240,86,8,28,28,22,0,6,6,4,8,6,8,6,6,6,14,8,8,326
231.0,50,4You,male,120,931.0985833333332,498.33341666666666,1.2948333333333333,2.689655172413793,214.4355172413793,91,49,49,20,9,14,50,18,15,16,49,49,20,9,14,50,18,15,16,66,108,66,112,34,94,8,4,2,12,6,6,12,6,2,2,6,6,8,12,2,12,6,4,28,105,104,3,0,21,16,17,18,18,16,19,17,19,27,26,26,167,73,12,22,24,0,0,6,2,2,0,6,10,0,0,6,12,6,8,240
232.0,29,4You,female,25,985.7472,482.6036,1.2536,2.636363636363636,225.44636363636363,14,14,8,4,1,5,10,1,4,3,14,8,4,1,5,10,1,4,3,8,30,12,18,12,20,0,2,4,2,2,2,2,6,2,2,2,2,0,2,4,2,6,2,28,22,0,0,0,10,7,5,0,0,0,0,0,2,9,8,9,37,13,8,14,0,0,0,4,6,4,0,0,0,0,0,0,2,2,4,50
233.0,63,4You,female,75,865.5464000000001,444.4837333333333,1.1552,2.782608695652174,183.8030434782609,52,26,36,5,7,10,36,11,6,13,26,36,5,7,10,36,11,6,13,34,68,48,56,22,72,0,10,4,6,4,8,6,4,4,4,4,8,0,6,4,6,4,10,28,105,17,0,0,18,16,9,9,9,8,9,9,10,18,18,17,111,39,10,28,8,0,0,4,8,2,6,0,0,2,4,0,8,8,4,150
234.0,45,4You,female,184,940.2426358695652,502.848097826087,1.3069021739130435,2.5384615384615383,219.37326923076924,132,87,83,19,20,19,63,21,30,26,87,83,19,20,19,63,21,30,26,96,162,110,136,64,168,18,10,10,8,12,14,10,12,10,10,12,14,18,8,10,10,12,10,28,105,104,105,26,34,33,35,27,27,25,28,25,29,35,34,36,276,92,10,18,40,28,8,4,10,8,4,6,2,8,18,8,10,10,16,368
235.0,49,4You,female,11,1010.055,528.7254545454545,1.3745454545454543,4.0,165.99,10,4,5,1,3,0,4,3,1,1,4,5,1,3,0,4,3,1,1,6,14,2,6,10,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,3,17,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,22
237.0,47,4You,female,176,901.8090340909092,475.5739772727273,1.2361363636363636,2.610169491525424,197.8154237288136,117,69,80,28,23,25,70,23,14,20,69,80,28,23,25,70,23,14,20,98,150,104,124,52,176,10,14,14,14,14,24,14,6,8,8,14,24,10,14,14,14,6,14,28,105,104,104,11,36,25,27,27,25,26,27,26,28,37,32,36,255,97,10,36,34,36,2,14,6,12,12,8,8,10,8,6,10,8,16,352
238.0,38,4You,male,74,983.5599324324324,536.9433783783784,1.394864864864865,2.1875,201.11125,58,34,27,6,4,9,34,12,12,10,34,27,6,4,9,34,12,12,10,32,68,48,66,24,58,0,4,2,4,4,4,2,4,8,8,4,4,0,4,2,2,4,4,28,105,15,0,0,19,14,8,9,9,8,9,9,10,19,17,17,114,34,8,18,6,0,0,6,4,0,0,4,2,0,0,2,4,4,6,148
239.0,51,4You,female,181,956.9040331491713,532.2254696132596,1.382707182320442,2.4444444444444446,186.06444444444443,136,78,69,24,27,26,77,20,19,22,78,69,24,27,26,77,20,19,22,102,146,114,144,56,162,4,10,2,18,10,18,12,4,12,12,10,18,4,18,2,12,4,10,28,105,104,105,20,36,31,30,26,27,25,29,24,29,35,33,37,267,95,10,18,26,36,0,4,4,8,8,4,4,4,6,10,8,16,14,362
241.0,63,4You,female,200,920.508625,504.44365,1.3111,2.25,212.80921875,136,77,95,29,28,24,71,27,29,20,77,95,29,28,24,71,27,29,20,118,162,120,162,66,172,22,16,4,20,4,16,12,18,16,16,4,16,22,20,4,12,18,16,28,105,104,105,58,35,32,35,35,35,34,34,26,28,36,34,36,306,94,12,36,34,26,20,10,20,12,6,12,14,6,12,2,8,10,16,400
242.0,56,4You,male,165,968.3776666666666,526.5588484848486,1.3685454545454545,2.774193548387097,225.208064516129,103,69,74,12,27,17,66,22,23,20,69,74,12,27,17,66,22,23,20,86,156,88,148,38,144,22,16,10,16,10,8,16,14,12,12,10,8,22,16,10,16,14,16,28,105,104,93,0,27,25,25,26,27,25,27,26,29,34,33,26,232,98,14,34,52,24,0,14,8,14,8,8,14,6,12,10,6,16,8,330
244.0,45,4You,female,116,887.0022844827586,484.9473275862069,1.260258620689655,2.6944444444444446,212.36305555555555,80,50,53,12,16,16,43,14,13,15,50,53,12,16,16,43,14,13,15,72,86,74,98,30,104,12,12,8,8,4,10,6,6,6,6,4,10,12,8,8,6,6,12,28,105,99,0,0,18,17,16,18,17,17,19,17,19,28,25,21,179,53,6,32,34,0,0,10,8,2,12,2,6,4,4,6,8,4,6,232
245.0,40,4You,female,133,867.6038721804512,478.986992481203,1.244812030075188,2.693877551020408,220.76530612244895,84,56,58,9,14,14,55,12,20,28,56,58,9,14,14,55,12,20,28,94,110,62,126,30,110,10,26,8,10,12,0,8,12,12,12,12,0,10,10,8,8,12,26,28,105,104,29,0,27,25,25,21,17,17,19,17,19,26,27,26,198,68,10,38,40,10,0,10,6,12,10,4,8,8,6,18,4,6,6,266
246.0,33,4You,female,93,977.4427956989248,499.0417204301075,1.2970967741935484,2.7,217.62833333333336,63,32,44,10,14,10,40,15,12,9,32,44,10,14,10,40,15,12,9,40,110,36,66,44,76,12,4,2,4,2,6,12,10,8,8,2,6,12,4,2,12,10,4,28,105,53,0,0,18,16,17,18,18,16,11,9,10,19,16,18,141,45,8,40,12,0,0,6,2,4,8,4,4,4,8,4,6,4,6,186
248.0,49,4You,female,129,942.121046511628,508.4068217054264,1.3211627906976744,2.325,211.60875,89,48,61,15,20,11,57,17,18,11,48,61,15,20,11,57,17,18,11,76,114,68,96,30,132,10,8,6,10,6,10,12,10,8,8,6,10,10,10,6,12,10,8,28,105,104,21,0,27,23,22,18,17,17,19,17,19,28,24,27,204,54,8,34,32,6,0,8,4,8,2,4,4,6,4,6,12,6,16,258
249.0,26,4You,male,73,899.7227397260273,488.9858904109589,1.2708219178082192,2.2666666666666666,181.74,58,28,38,10,8,13,26,5,11,7,28,38,10,8,13,26,5,11,7,50,62,34,80,18,48,0,6,4,2,2,6,4,2,4,4,2,6,0,2,4,4,2,6,28,105,13,0,0,19,12,8,9,9,8,10,8,10,19,16,18,106,40,2,22,6,0,0,8,2,2,2,2,0,2,0,2,4,4,2,146
250.0,38,4You,male,162,931.5426543209876,517.8996913580247,1.3459876543209877,2.604651162790698,212.39558139534884,119,62,68,17,23,20,72,22,22,18,62,68,17,23,20,72,22,22,18,96,134,94,142,34,148,10,6,8,10,6,14,12,16,4,4,6,14,10,10,8,12,16,6,28,105,104,87,0,27,25,25,26,27,25,28,25,29,36,25,26,248,76,4,40,22,20,0,14,8,6,10,8,14,8,2,6,4,0,6,324
251.0,25,4You,male,190,900.5804210526316,507.7634736842105,1.3194736842105264,2.449275362318841,212.80115942028988,121,78,83,23,31,24,81,18,25,17,78,83,23,31,24,81,18,25,17,116,134,130,176,48,156,26,14,10,8,4,22,16,24,14,14,4,22,26,8,10,16,24,14,28,105,104,105,38,35,33,35,34,30,26,28,25,28,36,33,37,288,92,12,36,40,42,8,10,18,14,12,14,6,14,6,4,14,12,14,380
253.0,41,4You,female,57,900.0708771929825,491.72491228070174,1.277719298245614,2.5,238.176,37,29,26,5,5,5,22,7,7,8,29,26,5,5,5,22,7,7,8,42,50,22,48,14,52,4,4,4,6,4,0,4,8,6,6,4,0,4,6,4,4,8,4,28,86,0,0,0,10,8,8,9,9,8,9,9,10,17,8,9,82,32,14,26,0,0,0,4,4,2,4,2,2,2,2,2,4,6,6,114
255.0,31,4You,male,18,1031.9052777777777,490.0233333333333,1.2727777777777778,2.2857142857142856,157.5557142857143,11,5,8,4,0,2,7,6,2,2,5,8,4,0,2,7,6,2,2,6,24,6,16,10,10,0,2,0,0,2,4,4,2,0,0,2,4,0,0,0,4,2,2,28,8,0,0,0,8,0,0,0,0,0,0,0,2,9,9,8,28,8,12,2,0,0,0,2,0,0,0,0,0,0,0,2,4,2,4,36
257.0,39,4You,female,44,881.5003409090909,508.4584090909091,1.3211363636363636,3.0,193.97142857142856,37,16,17,5,2,6,24,7,7,4,16,17,5,2,6,24,7,7,4,40,38,10,34,16,38,0,2,2,0,0,2,2,2,4,4,0,2,0,0,2,2,2,2,28,60,0,0,0,9,8,9,9,9,8,8,0,2,9,8,9,65,23,6,8,0,0,0,0,2,0,2,0,2,2,0,0,4,2,0,88
258.0,35,4You,male,147,885.9839115646258,478.4362585034014,1.2434013605442178,2.422222222222222,208.6435555555556,102,56,65,28,16,23,61,12,18,15,56,65,28,16,23,61,12,18,15,86,126,82,122,36,136,8,6,8,12,10,18,6,16,6,6,10,18,8,12,8,6,16,6,28,105,105,56,0,26,25,25,28,25,25,24,17,19,28,25,27,217,77,14,26,32,18,0,6,4,4,8,10,14,12,2,2,14,8,6,294
262.0,33,4You,male,134,924.8291791044776,491.1454477611941,1.276417910447761,2.4864864864864864,234.12405405405408,97,61,58,14,15,13,51,22,15,19,61,58,14,15,13,51,22,15,19,64,118,86,108,46,114,20,2,4,12,8,8,8,6,6,6,8,8,20,12,4,8,6,2,28,105,104,31,0,27,24,26,23,18,16,19,17,19,28,25,26,199,69,8,30,32,4,0,10,8,4,6,4,8,8,4,6,6,6,4,268
264.0,40,4You,male,190,908.8748947368422,493.31415789473687,1.2818947368421052,2.467741935483871,206.95225806451612,128,91,70,27,15,26,82,25,25,19,91,70,27,15,26,82,25,25,19,112,160,108,172,54,154,6,4,10,20,16,22,12,16,18,18,16,22,6,20,10,12,16,4,28,105,104,104,39,35,33,36,34,31,25,26,27,29,35,34,35,273,107,6,40,36,32,10,10,12,10,8,12,14,10,4,14,12,2,16,380
265.0,30,4You,female,97,890.7306701030927,476.3339175257732,1.2377319587628866,2.5185185185185186,204.2974074074074,70,43,46,8,12,13,38,9,11,14,43,46,8,12,13,38,9,11,14,66,90,38,86,40,68,4,12,2,10,10,6,2,4,4,4,10,6,4,10,2,2,4,12,28,105,61,0,0,18,16,17,18,17,17,19,9,10,19,17,17,143,51,6,30,18,0,0,4,2,4,6,4,4,8,4,4,6,2,6,194
266.0,45,4You,male,137,939.4262408759124,478.93131386861313,1.2448905109489052,2.533333333333333,213.094,92,50,65,20,12,22,55,16,19,15,50,65,20,12,22,55,16,19,15,58,142,74,114,34,126,10,6,4,18,8,14,6,14,10,10,8,14,10,18,4,6,14,6,28,105,104,37,0,27,25,25,26,20,17,19,17,19,27,25,27,209,65,12,34,26,18,0,6,6,6,14,8,6,6,4,6,8,10,10,274
267.0,40,4You,female,135,946.0577777777778,492.63200000000006,1.2802962962962965,2.685714285714285,218.25514285714289,100,42,73,14,15,24,48,17,21,16,42,73,14,15,24,48,17,21,16,68,128,74,94,44,132,8,12,0,18,6,2,10,10,4,4,6,2,8,18,0,10,10,12,28,105,104,33,0,26,26,25,25,18,16,20,16,19,28,25,26,203,67,6,28,32,4,0,4,4,12,6,0,10,6,6,2,8,6,6,270
270.0,51,4You,male,11,996.1772727272728,466.0636363636364,1.211818181818182,1.0,165.99,10,3,7,1,1,1,4,1,3,1,3,7,1,1,1,4,1,3,1,0,12,10,12,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,3,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22
271.0,63,4You,male,157,927.6673885350318,465.5449044585988,1.2097452229299364,2.6,217.4596363636364,102,55,78,18,13,15,67,19,21,28,55,78,18,13,15,67,19,21,28,80,170,64,126,56,132,2,18,20,10,4,6,18,20,12,12,4,6,2,10,20,18,20,18,28,105,104,77,0,28,23,26,26,26,26,28,25,27,26,27,26,228,86,12,38,30,30,0,8,0,16,10,4,8,10,6,12,12,12,12,314
272.0,56,4You,female,64,897.74203125,471.1159375,1.22453125,2.8125,188.360625,48,30,30,10,4,9,22,8,9,6,30,30,10,4,9,22,8,9,6,34,54,40,50,20,58,0,4,2,0,4,6,4,6,6,6,4,6,0,0,2,4,6,4,28,100,0,0,0,10,7,9,9,8,9,9,9,10,19,17,12,98,30,8,24,0,0,0,0,4,4,0,4,4,0,2,2,6,2,4,128
273.0,52,4You,male,138,895.2601449275362,476.4998550724637,1.2383333333333333,2.452380952380953,212.6740476190476,96,55,62,16,9,18,67,17,16,16,55,62,16,9,18,67,17,16,16,84,126,66,106,42,128,8,8,4,12,10,8,12,10,12,12,10,8,8,12,4,12,10,8,28,105,104,39,0,28,23,26,27,22,16,18,18,19,27,25,27,202,74,12,26,32,14,0,6,14,2,8,8,10,6,4,4,10,10,2,276
274.0,61,4You,male,193,909.8885751295336,480.3150777202072,1.2484455958549223,2.564516129032258,201.24516129032256,131,89,91,31,16,32,64,25,23,15,89,91,31,16,32,64,25,23,15,110,166,110,164,50,172,14,14,10,22,8,22,16,8,10,10,8,22,14,22,10,16,8,14,28,105,104,105,44,34,33,35,35,35,27,27,26,28,36,33,37,276,110,12,38,24,32,18,12,16,12,10,8,4,14,6,10,10,8,14,386
278.0,36,4You,male,75,917.9041333333332,503.5104,1.3084,2.7058823529411766,207.4858823529412,58,33,32,7,8,6,33,10,12,9,33,32,7,8,6,33,10,12,9,46,66,38,72,24,54,8,6,4,0,2,6,4,2,2,2,2,6,8,0,4,4,2,6,28,105,17,0,0,18,15,10,9,9,8,9,9,10,19,17,17,113,37,6,20,8,0,0,8,4,2,2,0,2,4,0,2,4,2,4,150
279.0,49,4You,female,86,895.627034883721,473.6175581395349,1.230813953488372,2.827586206896552,210.71310344827583,57,29,42,6,12,16,36,11,8,12,29,42,6,12,16,36,11,8,12,44,72,56,72,26,74,10,10,2,10,6,6,8,4,2,2,6,6,10,10,2,8,4,10,28,105,39,0,0,18,17,16,18,14,8,9,9,10,18,18,17,122,50,8,32,18,0,0,12,2,2,12,6,2,0,0,4,6,6,6,172
280.0,26,4You,male,116,921.1512931034484,505.328275862069,1.3133620689655172,2.6206896551724137,217.61896551724135,87,46,59,15,11,19,41,10,15,16,46,59,15,11,19,41,10,15,16,68,92,72,114,20,98,8,6,4,8,6,6,6,6,8,8,6,6,8,8,4,6,6,6,28,105,99,0,0,19,16,16,19,17,16,19,17,19,28,25,21,169,63,6,26,26,0,0,6,6,4,8,6,6,6,2,4,6,0,4,232
283.0,42,4You,female,40,1001.61825,532.489,1.384,2.5789473684210527,238.3815789473684,21,15,19,4,7,2,18,4,7,4,15,19,4,7,2,18,4,7,4,14,42,24,38,14,28,10,4,2,0,2,2,4,10,4,4,2,2,10,0,2,4,10,4,28,52,0,0,0,9,8,9,9,9,8,0,0,2,9,8,9,59,21,16,22,0,0,0,2,4,2,4,4,6,0,0,0,8,4,4,80
284.0,32,4You,male,186,949.0231451612902,511.479623655914,1.3289247311827956,2.5686274509803924,193.2821568627451,135,84,73,27,18,18,72,25,24,31,84,73,27,18,18,72,25,24,31,92,168,112,186,46,140,8,16,4,6,10,20,10,20,8,8,10,20,8,6,4,10,20,16,28,105,105,104,30,34,32,35,32,26,25,28,25,28,36,34,37,283,89,6,34,26,28,8,14,2,10,6,2,12,6,6,12,12,8,12,372
286.0,43,4You,female,20,916.828,460.612,1.1975,2.6666666666666665,206.6916666666667,14,8,8,3,3,4,9,1,2,2,8,8,3,3,4,9,1,2,2,10,24,6,12,12,16,0,4,0,2,2,0,0,2,2,2,2,0,0,2,0,0,2,4,28,12,0,0,0,9,3,0,0,0,0,0,0,2,9,9,8,27,13,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,40
289.0,34,4You,female,140,915.8272857142856,517.9315,1.3458571428571429,2.230769230769231,209.4102564102564,101,61,46,16,17,16,76,16,17,15,61,46,16,17,16,76,16,17,15,92,120,68,86,40,154,6,6,8,10,10,12,6,6,14,14,10,12,6,10,8,6,6,6,28,105,104,43,0,26,26,25,26,27,16,19,17,19,27,25,27,223,57,10,30,34,4,0,4,8,4,4,2,6,6,0,10,14,8,12,280
291.0,36,4You,male,63,995.7596825396826,556.2874603174603,1.4455555555555557,2.533333333333333,220.138,48,30,25,6,15,6,24,7,9,4,30,25,6,15,6,24,7,9,4,32,56,38,54,16,56,12,4,2,4,0,6,2,0,0,0,0,6,12,4,2,2,0,4,28,98,0,0,0,9,9,8,9,9,8,9,9,10,19,16,11,96,30,6,24,0,0,0,2,4,4,2,2,2,2,2,2,6,2,0,126
294.0,22,4You,female,84,898.8025595238095,500.4825,1.3004761904761903,2.3684210526315788,227.6836842105263,65,39,38,8,13,6,39,7,8,10,39,38,8,13,6,39,7,8,10,60,70,38,68,26,74,6,2,6,8,2,4,6,2,2,2,2,4,6,8,6,6,2,2,28,105,35,0,0,18,17,16,19,9,8,9,9,10,19,17,17,121,47,4,24,10,0,0,6,0,8,4,2,2,4,2,0,6,4,0,168
295.0,60,4You,female,64,969.8109375,511.311875,1.32890625,2.833333333333333,195.53791666666663,40,25,25,9,8,9,33,4,8,7,25,25,9,8,9,33,4,8,7,26,62,40,56,14,58,4,8,4,6,4,10,0,4,8,8,4,10,4,6,4,0,4,8,28,100,0,0,0,10,8,8,9,9,8,10,8,10,18,18,12,102,26,10,38,0,0,0,4,4,0,8,2,6,6,2,4,10,0,2,128
302.0,42,4You,female,41,818.0712195121951,456.4500000000001,1.1865853658536585,2.8,195.238,31,17,22,6,4,5,14,6,4,4,17,22,6,4,5,14,6,4,4,26,22,34,40,6,36,0,2,4,0,0,4,4,4,2,2,0,4,0,0,4,4,4,2,28,54,0,0,0,9,9,8,9,9,8,2,0,2,9,8,9,59,23,6,14,0,0,0,2,4,2,4,0,2,0,0,0,2,4,0,82
303.0,56,4You,male,23,1009.1504347826086,516.7765217391304,1.3430434782608696,2.6,252.04,18,9,12,2,3,4,7,4,4,1,9,12,2,3,4,7,4,4,1,6,22,18,18,4,24,0,0,0,4,2,0,0,4,0,0,2,0,0,4,0,0,4,0,28,18,0,0,0,9,9,0,0,0,0,0,0,2,9,8,9,36,10,8,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,46
304.0,32,4You,male,157,910.436433121019,487.3273885350318,1.2663694267515924,2.268292682926829,239.74902439024387,116,67,67,12,23,21,69,10,19,26,67,67,12,23,21,69,10,19,26,86,132,96,126,50,138,20,10,6,12,6,4,4,12,8,8,6,4,20,12,6,4,12,10,28,105,105,76,0,26,24,26,26,27,25,28,25,27,27,26,27,245,69,10,28,24,20,0,8,12,8,4,6,4,10,8,4,8,6,4,314
305.0,50,4You,female,38,952.0819736842104,476.6613157894737,1.2389473684210526,2.3,228.73,28,18,19,4,9,4,13,1,1,7,18,19,4,9,4,13,1,1,7,14,38,24,30,14,32,8,8,2,0,0,0,2,0,0,0,0,0,8,0,2,2,0,8,28,48,0,0,0,9,9,8,9,9,4,0,0,2,9,8,9,60,16,10,10,0,0,0,0,4,0,4,2,0,0,0,0,2,4,4,76
307.0,59,4You,male,185,944.792027027027,512.9108108108109,1.3328108108108108,2.64,235.3826,135,73,81,20,21,25,83,15,28,24,73,81,20,21,25,83,15,28,24,104,166,100,164,70,136,10,10,10,22,16,8,0,20,4,4,16,8,10,22,10,0,20,10,28,105,104,104,29,36,33,35,28,27,25,27,26,29,35,34,35,285,85,8,32,26,28,6,12,8,14,10,4,6,6,6,8,14,4,8,370
308.0,27,4You,female,173,934.7092485549134,508.155838150289,1.3204046242774568,2.625,227.245,125,77,66,12,23,27,77,16,24,24,77,66,12,23,27,77,16,24,24,88,164,94,140,52,154,16,12,8,16,6,6,10,12,10,10,6,6,16,16,8,10,12,12,28,105,104,104,5,32,24,26,27,26,25,29,24,28,37,33,35,254,92,8,32,32,24,0,4,8,10,4,4,10,6,6,8,16,14,6,346
309.0,33,4You,male,75,840.3368,470.4290666666666,1.2224,2.6666666666666665,203.30047619047625,54,31,33,11,7,13,31,8,7,9,31,33,11,7,13,31,8,7,9,60,56,34,66,24,60,2,8,0,8,2,2,6,6,8,8,2,2,2,8,0,6,6,8,28,105,17,0,0,19,15,9,9,9,8,9,9,10,19,17,17,110,40,10,32,0,0,0,2,2,2,2,0,0,4,6,4,4,8,8,150
312.0,40,4You,male,174,932.4282471264366,520.3921264367816,1.3523563218390804,2.392156862745098,204.5043137254902,123,72,72,24,32,13,74,28,16,17,72,72,24,32,13,74,28,16,17,98,134,116,158,48,142,16,8,6,6,12,14,28,8,4,4,12,14,16,6,6,28,8,8,28,105,104,105,6,33,25,25,27,26,25,28,25,29,36,33,36,256,92,12,30,34,24,2,6,12,4,8,8,10,8,6,10,8,14,8,348
313.0,23,4You,female,47,884.5946808510638,469.4746808510639,1.22,2.8,204.158,37,15,23,7,4,4,21,8,7,5,15,23,7,4,4,21,8,7,5,34,42,18,52,10,32,0,0,2,4,0,4,4,6,0,0,0,4,0,4,2,4,6,0,28,66,0,0,0,10,7,9,9,9,8,9,5,2,9,9,8,70,24,4,16,0,0,0,2,4,2,2,0,2,4,0,0,2,0,2,94
