userCode,age,company,gender,total_trips,avg_flight_price,avg_distance,avg_flight_time,avg_days,avg_hotel_price,total_trips_without_hotel_bookings,from_Aracaju (SE),from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Aracaju (SE),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_economic,flightType_firstClass,flightType_premium,agency_CloudFy,agency_FlyingDrops,agency_Rainbow,hotel_Hotel A,hotel_Hotel AF,hotel_Hotel AU,hotel_Hotel BD,hotel_Hotel BP,hotel_Hotel BW,hotel_Hotel CB,hotel_Hotel K,hotel_Hotel Z,place_Aracaju (SE),place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),flight_year_2019.0,flight_year_2020.0,flight_year_2021.0,flight_year_2022.0,flight_year_2023.0,flight_month_1.0,flight_month_2.0,flight_month_3.0,flight_month_4.0,flight_month_5.0,flight_month_6.0,flight_month_7.0,flight_month_8.0,flight_month_9.0,flight_month_10.0,flight_month_11.0,flight_month_12.0,flight_is_weekend_False,flight_is_weekend_True,hotel_year_2019.0,hotel_year_2020.0,hotel_year_2021.0,hotel_year_2022.0,hotel_year_2023.0,hotel_month_1.0,hotel_month_2.0,hotel_month_3.0,hotel_month_4.0,hotel_month_5.0,hotel_month_6.0,hotel_month_7.0,hotel_month_8.0,hotel_month_9.0,hotel_month_10.0,hotel_month_11.0,hotel_month_12.0,hotel_is_weekend_False
261.0,50,4You,none,119,1010.1470588235294,538.1438655462185,1.398235294117647,2.361111111111111,238.78055555555557,83,58,50,7,13,19,44,15,20,12,58,50,7,13,19,44,15,20,12,58,136,44,98,40,100,6,6,6,12,8,0,6,16,12,12,8,0,6,12,6,6,16,6,28,105,104,1,0,20,15,17,19,17,16,19,17,19,28,25,26,173,65,12,24,36,0,0,6,2,6,6,4,4,8,2,6,12,6,10,238
262.0,33,4You,male,134,924.8291791044776,491.1454477611941,1.276417910447761,2.4864864864864864,234.12405405405406,97,61,58,14,15,13,51,22,15,19,61,58,14,15,13,51,22,15,19,64,118,86,108,46,114,20,2,4,12,8,8,8,6,6,6,8,8,20,12,4,8,6,2,28,105,104,31,0,27,24,26,23,18,16,19,17,19,28,25,26,199,69,8,30,32,4,0,10,8,4,6,4,8,8,4,6,6,6,4,268
263.0,34,4You,none,104,899.1555288461539,474.7083653846154,1.2335576923076923,2.357142857142857,231.41285714285712,76,45,46,12,10,15,39,16,8,17,45,46,12,10,15,39,16,8,17,56,92,60,80,34,94,6,10,12,8,4,2,6,4,4,4,4,2,6,8,12,6,4,10,28,105,75,0,0,19,16,16,18,18,16,19,17,16,19,17,17,160,48,6,30,20,0,0,6,6,4,4,4,2,8,4,8,2,2,6,208
264.0,40,4You,male,190,908.8748947368422,493.31415789473687,1.2818947368421052,2.467741935483871,206.95225806451614,128,91,70,27,15,26,82,25,25,19,91,70,27,15,26,82,25,25,19,112,160,108,172,54,154,6,4,10,20,16,22,12,16,18,18,16,22,6,20,10,12,16,4,28,105,104,104,39,35,33,36,34,31,25,26,27,29,35,34,35,273,107,6,40,36,32,10,10,12,10,8,12,14,10,4,14,12,2,16,380
265.0,30,4You,female,97,890.7306701030927,476.3339175257732,1.2377319587628866,2.5185185185185186,204.2974074074074,70,43,46,8,12,13,38,9,11,14,43,46,8,12,13,38,9,11,14,66,90,38,86,40,68,4,12,2,10,10,6,2,4,4,4,10,6,4,10,2,2,4,12,28,105,61,0,0,18,16,17,18,17,17,19,9,10,19,17,17,143,51,6,30,18,0,0,4,2,4,6,4,4,8,4,4,6,2,6,194
266.0,45,4You,male,137,939.4262408759124,478.93131386861313,1.2448905109489052,2.533333333333333,213.094,92,50,65,20,12,22,55,16,19,15,50,65,20,12,22,55,16,19,15,58,142,74,114,34,126,10,6,4,18,8,14,6,14,10,10,8,14,10,18,4,6,14,6,28,105,104,37,0,27,25,25,26,20,17,19,17,19,27,25,27,209,65,12,34,26,18,0,6,6,6,14,8,6,6,4,6,8,10,10,274
267.0,40,4You,female,135,946.0577777777778,492.63200000000006,1.2802962962962963,2.6857142857142855,218.25514285714286,100,42,73,14,15,24,48,17,21,16,42,73,14,15,24,48,17,21,16,68,128,74,94,44,132,8,12,0,18,6,2,10,10,4,4,6,2,8,18,0,10,10,12,28,105,104,33,0,26,26,25,25,18,16,20,16,19,28,25,26,203,67,6,28,32,4,0,4,4,12,6,0,10,6,6,2,8,6,6,270
268.0,47,4You,none,184,912.4305163043479,502.79684782608695,1.3067391304347826,2.719298245614035,223.79333333333332,127,67,76,19,31,26,85,21,23,20,67,76,19,31,26,85,21,23,20,112,150,106,166,54,148,20,14,14,16,8,10,18,10,4,4,8,10,20,16,14,18,10,14,28,105,104,104,27,36,33,34,28,26,25,28,25,28,37,33,35,268,100,0,48,34,26,6,8,16,10,18,10,8,10,8,8,4,6,8,368
269.0,49,4You,none,55,887.3290909090908,465.25745454545455,1.2089090909090907,2.5416666666666665,238.27583333333334,31,22,20,8,9,8,27,4,4,8,22,20,8,9,8,27,4,4,8,30,48,32,50,16,44,8,6,6,10,8,2,2,2,4,4,8,2,8,10,6,2,2,6,28,82,0,0,0,10,8,8,9,8,9,10,8,10,13,8,9,85,25,14,34,0,0,0,4,4,2,2,0,6,6,4,4,10,2,4,110
270.0,51,4You,male,11,996.1772727272728,466.06363636363636,1.211818181818182,1.0,165.99,10,3,7,1,1,1,4,1,3,1,3,7,1,1,1,4,1,3,1,0,12,10,12,4,6,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,2,9,8,3,20,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,22
271.0,63,4You,male,157,927.6673885350318,465.54490445859875,1.2097452229299364,2.6,217.45963636363638,102,55,78,18,13,15,67,19,21,28,55,78,18,13,15,67,19,21,28,80,170,64,126,56,132,2,18,20,10,4,6,18,20,12,12,4,6,2,10,20,18,20,18,28,105,104,77,0,28,23,26,26,26,26,28,25,27,26,27,26,228,86,12,38,30,30,0,8,0,16,10,4,8,10,6,12,12,12,12,314
272.0,56,4You,female,64,897.74203125,471.1159375,1.22453125,2.8125,188.360625,48,30,30,10,4,9,22,8,9,6,30,30,10,4,9,22,8,9,6,34,54,40,50,20,58,0,4,2,0,4,6,4,6,6,6,4,6,0,0,2,4,6,4,28,100,0,0,0,10,7,9,9,8,9,9,9,10,19,17,12,98,30,8,24,0,0,0,0,4,4,0,4,4,0,2,2,6,2,4,128
273.0,52,4You,male,138,895.2601449275362,476.49985507246373,1.2383333333333333,2.4523809523809526,212.6740476190476,96,55,62,16,9,18,67,17,16,16,55,62,16,9,18,67,17,16,16,84,126,66,106,42,128,8,8,4,12,10,8,12,10,12,12,10,8,8,12,4,12,10,8,28,105,104,39,0,28,23,26,27,22,16,18,18,19,27,25,27,202,74,12,26,32,14,0,6,14,2,8,8,10,6,4,4,10,10,2,276
274.0,61,4You,male,193,909.8885751295337,480.3150777202072,1.2484455958549223,2.564516129032258,201.24516129032259,131,89,91,31,16,32,64,25,23,15,89,91,31,16,32,64,25,23,15,110,166,110,164,50,172,14,14,10,22,8,22,16,8,10,10,8,22,14,22,10,16,8,14,28,105,104,105,44,34,33,35,35,35,27,27,26,28,36,33,37,276,110,12,38,24,32,18,12,16,12,10,8,4,14,6,10,10,8,14,386
275.0,60,4You,none,90,979.688,541.2615555555556,1.4065555555555556,2.45,215.93200000000002,70,47,32,11,17,9,34,11,10,9,47,32,11,17,9,34,11,10,9,56,82,42,78,22,80,8,8,2,2,4,2,8,4,2,2,4,2,8,2,2,8,4,8,28,105,47,0,0,19,14,18,18,18,12,9,9,10,18,17,18,135,45,4,26,10,0,0,4,4,6,2,6,2,2,4,0,2,2,6,180
276.0,26,4You,none,160,905.7913124999999,503.5278125,1.3086875,2.159090909090909,216.9181818181818,116,63,69,31,22,21,54,22,20,18,63,69,31,22,21,54,22,20,18,118,130,72,134,44,142,12,4,6,18,6,12,14,12,4,4,6,12,12,18,6,14,12,4,28,105,104,83,0,28,23,26,28,25,25,29,24,28,32,26,26,250,70,10,30,28,20,0,12,6,10,2,6,16,10,4,6,6,0,10,320
277.0,63,4You,none,24,1008.1635416666667,527.2837499999999,1.3704166666666666,2.0,192.00625,16,10,9,3,4,2,11,1,4,4,10,9,3,4,2,11,1,4,4,8,22,18,24,8,16,4,4,0,0,2,4,0,2,0,0,2,4,4,0,0,0,2,4,28,20,0,0,0,9,8,3,0,0,0,0,0,2,9,8,9,36,12,10,6,0,0,0,6,0,0,0,0,0,0,0,0,4,2,4,48
278.0,36,4You,male,75,917.9041333333333,503.5104,1.3084,2.7058823529411766,207.48588235294116,58,33,32,7,8,6,33,10,12,9,33,32,7,8,6,33,10,12,9,46,66,38,72,24,54,8,6,4,0,2,6,4,2,2,2,2,6,8,0,4,4,2,6,28,105,17,0,0,18,15,10,9,9,8,9,9,10,19,17,17,113,37,6,20,8,0,0,8,4,2,2,0,2,4,0,2,4,2,4,150
279.0,49,4You,female,86,895.627034883721,473.6175581395349,1.230813953488372,2.8275862068965516,210.71310344827586,57,29,42,6,12,16,36,11,8,12,29,42,6,12,16,36,11,8,12,44,72,56,72,26,74,10,10,2,10,6,6,8,4,2,2,6,6,10,10,2,8,4,10,28,105,39,0,0,18,17,16,18,14,8,9,9,10,18,18,17,122,50,8,32,18,0,0,12,2,2,12,6,2,0,0,4,6,6,6,172
280.0,26,4You,male,116,921.1512931034483,505.328275862069,1.3133620689655172,2.6206896551724137,217.61896551724138,87,46,59,15,11,19,41,10,15,16,46,59,15,11,19,41,10,15,16,68,92,72,114,20,98,8,6,4,8,6,6,6,6,8,8,6,6,8,8,4,6,6,6,28,105,99,0,0,19,16,16,19,17,16,19,17,19,28,25,21,169,63,6,26,26,0,0,6,6,4,8,6,6,6,2,4,6,0,4,232
281.0,29,4You,none,188,913.3321542553192,478.2558510638298,1.2427127659574468,2.3620689655172415,220.29327586206898,130,81,74,30,16,22,78,23,24,28,81,74,30,16,22,78,23,24,28,92,166,118,154,54,168,12,12,16,10,16,12,16,14,8,8,16,12,12,10,16,16,14,12,28,105,104,105,34,35,33,34,36,25,26,28,25,28,36,34,36,280,96,8,36,42,20,10,8,6,20,12,6,6,10,2,12,12,6,16,376
282.0,36,4You,none,71,935.8880985915494,538.4342253521127,1.3988732394366197,2.272727272727273,203.67454545454547,49,30,27,12,15,9,34,4,6,5,30,27,12,15,9,34,4,6,5,46,60,36,50,26,66,12,4,0,8,2,10,4,2,2,2,2,10,12,8,0,4,2,4,28,105,9,0,0,19,8,8,9,9,8,9,9,10,18,18,17,113,29,6,36,2,0,0,8,0,4,2,2,0,2,8,4,12,0,2,142
283.0,42,4You,female,40,1001.6182499999999,532.489,1.384,2.5789473684210527,238.3815789473684,21,15,19,4,7,2,18,4,7,4,15,19,4,7,2,18,4,7,4,14,42,24,38,14,28,10,4,2,0,2,2,4,10,4,4,2,2,10,0,2,4,10,4,28,52,0,0,0,9,8,9,9,9,8,0,0,2,9,8,9,59,21,16,22,0,0,0,2,4,2,4,4,6,0,0,0,8,4,4,80
284.0,32,4You,male,186,949.0231451612902,511.479623655914,1.3289247311827956,2.5686274509803924,193.2821568627451,135,84,73,27,18,18,72,25,24,31,84,73,27,18,18,72,25,24,31,92,168,112,186,46,140,8,16,4,6,10,20,10,20,8,8,10,20,8,6,4,10,20,16,28,105,105,104,30,34,32,35,32,26,25,28,25,28,36,34,37,283,89,6,34,26,28,8,14,2,10,6,2,12,6,6,12,12,8,12,372
285.0,33,4You,none,100,928.21105,515.0365,1.3383,2.576923076923077,208.02961538461537,74,40,38,12,18,13,42,13,9,15,40,38,12,18,13,42,13,9,15,68,92,40,78,28,94,10,6,4,6,4,10,4,4,4,4,4,10,10,6,4,4,4,6,28,105,67,0,0,18,16,17,18,18,16,20,14,10,19,17,17,147,53,4,24,24,0,0,6,4,8,4,4,6,4,2,6,6,0,2,200
286.0,43,4You,female,20,916.8280000000001,460.61199999999997,1.1975,2.6666666666666665,206.6916666666667,14,8,8,3,3,4,9,1,2,2,8,8,3,3,4,9,1,2,2,10,24,6,12,12,16,0,4,0,2,2,0,0,2,2,2,2,0,0,2,0,0,2,4,28,12,0,0,0,9,3,0,0,0,0,0,0,2,9,9,8,27,13,6,6,0,0,0,6,0,0,0,0,0,0,0,0,0,4,2,40
287.0,39,4You,none,184,899.8350815217391,502.4084782608696,1.3055434782608695,2.293103448275862,208.0205172413793,126,84,75,26,22,24,77,22,19,19,84,75,26,22,24,77,22,19,19,116,144,108,158,48,162,12,12,10,14,4,20,12,24,8,8,4,20,12,14,10,12,24,12,28,105,104,105,26,34,34,34,27,27,25,26,27,28,37,32,37,278,90,10,36,28,34,8,6,16,6,10,6,10,8,6,14,6,18,10,368
288.0,23,4You,none,122,982.7445081967213,524.957868852459,1.3639344262295083,2.5428571428571427,223.46571428571428,87,42,53,7,14,18,60,13,18,19,42,53,7,14,18,60,13,18,19,54,120,70,94,42,108,12,16,12,4,0,6,6,12,2,2,0,6,12,4,12,6,12,16,28,105,104,7,0,26,16,16,18,18,16,19,17,19,26,27,26,179,65,12,22,32,4,0,8,0,4,6,4,10,2,6,10,8,4,8,244
289.0,34,4You,female,140,915.8272857142857,517.9315,1.3458571428571429,2.230769230769231,209.4102564102564,101,61,46,16,17,16,76,16,17,15,61,46,16,17,16,76,16,17,15,92,120,68,86,40,154,6,6,8,10,10,12,6,6,14,14,10,12,6,10,8,6,6,6,28,105,104,43,0,26,26,25,26,27,16,19,17,19,27,25,27,223,57,10,30,34,4,0,4,8,4,4,2,6,6,0,10,14,8,12,280
290.0,43,4You,none,181,949.8529834254144,516.7645856353591,1.3427624309392265,2.4347826086956523,204.36717391304347,135,82,60,26,28,24,82,19,16,25,82,60,26,28,24,82,19,16,25,90,148,124,156,42,164,14,14,6,16,6,14,10,4,8,8,6,14,14,16,6,10,4,14,28,105,104,104,21,37,31,30,27,26,25,27,26,28,37,33,35,273,89,8,20,34,24,6,12,8,10,6,8,4,4,2,10,8,6,14,362
291.0,36,4You,male,63,995.7596825396826,556.2874603174603,1.4455555555555555,2.533333333333333,220.13799999999998,48,30,25,6,15,6,24,7,9,4,30,25,6,15,6,24,7,9,4,32,56,38,54,16,56,12,4,2,4,0,6,2,0,0,0,0,6,12,4,2,2,0,4,28,98,0,0,0,9,9,8,9,9,8,9,9,10,19,16,11,96,30,6,24,0,0,0,2,4,4,2,2,2,2,2,2,6,2,0,126
292.0,36,4You,none,81,927.818950617284,522.8707407407408,1.3588888888888888,2.793103448275862,200.97379310344826,52,32,39,12,8,8,29,11,13,10,32,39,12,8,8,29,11,13,10,56,64,42,80,22,60,8,6,2,4,4,10,10,10,4,4,4,10,8,4,2,10,10,6,28,105,29,0,0,18,17,16,13,9,8,9,9,10,19,17,17,120,42,10,38,10,0,0,10,6,6,8,0,4,4,2,2,0,8,8,162
293.0,55,4You,none,77,878.625064935065,481.08051948051946,1.25,2.4,225.84279999999998,52,29,38,11,5,8,30,7,13,13,29,38,11,5,8,30,7,13,13,48,58,48,62,22,70,4,12,6,6,4,0,6,10,2,2,4,0,4,6,6,6,10,12,28,105,21,0,0,17,17,13,9,9,8,9,9,10,18,17,18,105,49,10,36,4,0,0,4,2,4,0,2,0,6,4,4,4,10,10,154
294.0,22,4You,female,84,898.8025595238095,500.48249999999996,1.3004761904761903,2.3684210526315788,227.6836842105263,65,39,38,8,13,6,39,7,8,10,39,38,8,13,6,39,7,8,10,60,70,38,68,26,74,6,2,6,8,2,4,6,2,2,2,2,4,6,8,6,6,2,2,28,105,35,0,0,18,17,16,19,9,8,9,9,10,19,17,17,121,47,4,24,10,0,0,6,0,8,4,2,2,4,2,0,6,4,0,168
295.0,60,4You,female,64,969.8109375,511.311875,1.32890625,2.8333333333333335,195.53791666666666,40,25,25,9,8,9,33,4,8,7,25,25,9,8,9,33,4,8,7,26,62,40,56,14,58,4,8,4,6,4,10,0,4,8,8,4,10,4,6,4,0,4,8,28,100,0,0,0,10,8,8,9,9,8,10,8,10,18,18,12,102,26,10,38,0,0,0,4,4,0,8,2,6,6,2,4,10,0,2,128
296.0,28,4You,none,146,899.7826369863012,498.74219178082194,1.2959589041095891,2.5217391304347827,209.35065217391303,100,67,51,17,19,18,62,16,16,26,67,51,17,19,18,62,16,16,26,82,114,96,132,28,132,16,16,2,14,2,10,10,12,10,10,2,10,16,14,2,10,12,16,28,105,105,54,0,26,25,25,27,25,26,22,17,19,28,24,28,221,71,10,40,26,16,0,6,12,8,8,6,2,4,8,6,12,8,12,292
297.0,49,4You,none,90,927.8344444444446,531.758,1.3815555555555556,2.4,186.22533333333334,60,46,33,20,6,7,34,9,18,7,46,33,20,6,7,34,9,18,7,58,58,64,76,26,78,6,6,2,8,4,16,6,8,4,4,4,16,6,8,2,6,8,6,28,105,47,0,0,17,16,18,18,17,13,9,9,10,19,16,18,137,43,12,30,18,0,0,10,0,8,10,8,2,2,2,2,6,6,4,180
299.0,28,4You,none,55,898.6004545454546,496.58418181818183,1.2905454545454547,2.6666666666666665,198.6509523809524,34,16,20,4,9,8,29,6,7,11,16,20,4,9,8,29,6,7,11,42,50,18,54,20,36,4,8,0,10,0,6,4,8,2,2,0,6,4,10,0,4,8,8,28,82,0,0,0,9,8,9,9,8,9,10,8,10,13,8,9,76,34,12,30,0,0,0,4,6,0,2,2,2,4,6,6,6,2,2,110
300.0,25,4You,none,153,912.8956209150326,483.696339869281,1.2568627450980392,2.5510204081632653,206.86428571428573,104,70,56,20,15,29,52,18,21,25,70,56,20,15,29,52,18,21,25,88,122,96,122,46,138,14,16,10,16,4,18,6,12,2,2,4,18,14,16,10,6,12,16,28,105,104,69,0,28,23,26,26,27,25,27,26,19,27,26,26,234,72,10,24,34,30,0,10,12,4,8,8,10,6,8,10,4,12,6,306
301.0,58,4You,none,128,918.4320703125,489.82421875,1.27296875,2.3,209.8665,88,54,56,16,13,16,50,15,14,22,54,56,16,13,16,50,15,14,22,78,112,66,92,40,124,8,18,6,12,8,4,8,2,14,14,8,4,8,12,6,8,2,18,28,105,104,19,0,28,22,20,18,18,16,18,18,19,28,24,27,190,66,4,36,36,4,0,8,12,10,2,10,0,8,8,4,6,4,8,256
302.0,42,4You,female,41,818.0712195121951,456.45000000000005,1.1865853658536585,2.8,195.238,31,17,22,6,4,5,14,6,4,4,17,22,6,4,5,14,6,4,4,26,22,34,40,6,36,0,2,4,0,0,4,4,4,2,2,0,4,0,0,4,4,4,2,28,54,0,0,0,9,9,8,9,9,8,2,0,2,9,8,9,59,23,6,14,0,0,0,2,4,2,4,0,2,0,0,0,2,4,0,82
303.0,56,4You,male,23,1009.1504347826086,516.7765217391304,1.3430434782608696,2.6,252.04000000000002,18,9,12,2,3,4,7,4,4,1,9,12,2,3,4,7,4,4,1,6,22,18,18,4,24,0,0,0,4,2,0,0,4,0,0,2,0,0,4,0,0,4,0,28,18,0,0,0,9,9,0,0,0,0,0,0,2,9,8,9,36,10,8,2,0,0,0,0,2,0,0,0,0,0,0,0,6,0,2,46
304.0,32,4You,male,157,910.436433121019,487.3273885350318,1.2663694267515924,2.268292682926829,239.74902439024387,116,67,67,12,23,21,69,10,19,26,67,67,12,23,21,69,10,19,26,86,132,96,126,50,138,20,10,6,12,6,4,4,12,8,8,6,4,20,12,6,4,12,10,28,105,105,76,0,26,24,26,26,27,25,28,25,27,27,26,27,245,69,10,28,24,20,0,8,12,8,4,6,4,10,8,4,8,6,4,314
305.0,50,4You,female,38,952.0819736842104,476.6613157894737,1.2389473684210526,2.3,228.72999999999996,28,18,19,4,9,4,13,1,1,7,18,19,4,9,4,13,1,1,7,14,38,24,30,14,32,8,8,2,0,0,0,2,0,0,0,0,0,8,0,2,2,0,8,28,48,0,0,0,9,9,8,9,9,4,0,0,2,9,8,9,60,16,10,10,0,0,0,0,4,0,4,2,0,0,0,0,2,4,4,76
306.0,43,4You,none,86,909.6398837209302,490.43023255813955,1.2746511627906978,2.625,161.62208333333334,62,37,36,16,10,9,34,7,8,15,37,36,16,10,9,34,7,8,15,52,68,52,74,22,76,2,12,0,4,2,12,4,2,10,10,2,12,2,4,0,4,2,12,28,105,39,0,0,18,16,17,19,13,8,9,9,10,19,17,17,127,45,12,30,6,0,0,2,4,4,8,4,0,2,0,2,10,6,6,172
307.0,59,4You,male,185,944.792027027027,512.9108108108109,1.3328108108108108,2.64,235.3826,135,73,81,20,21,25,83,15,28,24,73,81,20,21,25,83,15,28,24,104,166,100,164,70,136,10,10,10,22,16,8,0,20,4,4,16,8,10,22,10,0,20,10,28,105,104,104,29,36,33,35,28,27,25,27,26,29,35,34,35,285,85,8,32,26,28,6,12,8,14,10,4,6,6,6,8,14,4,8,370
308.0,27,4You,female,173,934.7092485549134,508.15583815028907,1.3204046242774568,2.625,227.245,125,77,66,12,23,27,77,16,24,24,77,66,12,23,27,77,16,24,24,88,164,94,140,52,154,16,12,8,16,6,6,10,12,10,10,6,6,16,16,8,10,12,12,28,105,104,104,5,32,24,26,27,26,25,29,24,28,37,33,35,254,92,8,32,32,24,0,4,8,10,4,4,10,6,6,8,16,14,6,346
309.0,33,4You,male,75,840.3368,470.42906666666664,1.2224,2.6666666666666665,203.30047619047622,54,31,33,11,7,13,31,8,7,9,31,33,11,7,13,31,8,7,9,60,56,34,66,24,60,2,8,0,8,2,2,6,6,8,8,2,2,2,8,0,6,6,8,28,105,17,0,0,19,15,9,9,9,8,9,9,10,19,17,17,110,40,10,32,0,0,0,2,2,2,2,0,0,4,6,4,4,8,8,150
310.0,32,4You,none,51,896.1740196078431,468.5882352941176,1.218235294117647,2.8,227.944,36,17,26,6,8,8,21,2,8,6,17,26,6,8,8,21,2,8,6,24,48,30,30,18,54,6,4,0,10,2,2,0,2,4,4,2,2,6,10,0,0,2,4,28,74,0,0,0,9,8,9,9,9,8,9,9,6,9,8,9,76,26,10,20,0,0,0,4,0,4,2,0,2,6,2,0,4,2,4,102
311.0,30,4You,none,8,866.8025,494.895,1.2875,1.5,214.70000000000002,6,2,6,1,1,0,2,2,1,1,2,6,1,1,0,2,2,1,1,6,4,6,10,2,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,16
312.0,40,4You,male,174,932.4282471264366,520.3921264367816,1.3523563218390804,2.392156862745098,204.5043137254902,123,72,72,24,32,13,74,28,16,17,72,72,24,32,13,74,28,16,17,98,134,116,158,48,142,16,8,6,6,12,14,28,8,4,4,12,14,16,6,6,28,8,8,28,105,104,105,6,33,25,25,27,26,25,28,25,29,36,33,36,256,92,12,30,34,24,2,6,12,4,8,8,10,8,6,10,8,14,8,348
313.0,23,4You,female,47,884.5946808510638,469.47468085106385,1.22,2.8,204.15800000000002,37,15,23,7,4,4,21,8,7,5,15,23,7,4,4,21,8,7,5,34,42,18,52,10,32,0,0,2,4,0,4,4,6,0,0,0,4,0,4,2,4,6,0,28,66,0,0,0,10,7,9,9,9,8,9,5,2,9,9,8,70,24,4,16,0,0,0,2,4,2,2,0,2,4,0,0,2,0,2,94
314.0,50,4You,male,158,935.7056329113924,500.0586075949367,1.299367088607595,2.4150943396226414,222.24641509433962,105,69,62,14,18,15,76,23,19,20,69,62,14,18,15,76,23,19,20,68,148,100,158,58,100,12,12,16,12,10,12,10,14,8,8,10,12,12,12,16,10,14,12,28,105,104,79,0,27,24,26,27,26,25,27,26,29,27,26,26,229,87,10,30,44,22,0,4,12,6,12,6,6,10,10,6,10,14,10,316
316.0,64,4You,female,62,959.3601612903226,514.7809677419356,1.3374193548387097,2.2857142857142856,182.13000000000002,48,31,23,6,4,6,27,7,9,11,31,23,6,4,6,27,7,9,11,30,54,40,48,20,56,0,8,2,2,0,4,2,4,6,6,0,4,0,2,2,2,4,8,28,96,0,0,0,9,8,9,9,8,9,9,9,10,19,16,9,93,31,2,26,0,0,0,2,4,2,0,0,4,6,2,2,6,0,0,124
317.0,54,4You,male,128,914.6725390625,491.874375,1.2784375,2.2972972972972974,229.79432432432432,91,53,55,13,20,16,52,12,16,19,53,55,13,20,16,52,12,16,19,76,112,68,108,34,114,14,12,10,6,6,6,2,8,10,10,6,6,14,6,10,2,8,12,28,105,104,19,0,26,25,19,18,18,16,18,18,19,27,25,27,196,60,10,32,28,4,0,2,14,8,4,6,0,4,2,4,14,4,12,256
318.0,50,4You,none,50,942.8658,522.8826,1.3588,2.8421052631578947,201.77947368421053,31,24,21,7,9,6,17,5,5,6,24,21,7,9,6,17,5,5,6,32,40,28,36,10,54,8,6,2,2,0,6,4,2,8,8,0,6,8,2,2,4,2,6,28,72,0,0,0,9,8,9,9,9,8,10,8,4,9,8,9,68,32,10,28,0,0,0,2,2,2,8,4,4,2,2,4,0,6,2,100
319.0,28,4You,male,165,947.1740606060606,483.328,1.256121212121212,2.1944444444444446,205.00194444444443,129,76,71,20,15,24,62,25,15,22,76,71,20,15,24,62,25,15,22,68,174,88,116,64,150,6,4,8,10,10,14,10,6,4,4,10,14,6,10,8,10,6,4,28,105,104,93,0,27,25,25,28,25,25,27,26,29,36,30,27,244,86,6,26,24,16,0,6,6,4,6,10,2,10,4,14,6,0,4,330
320.0,33,4You,male,61,933.1958196721312,521.3250819672131,1.3550819672131147,2.5384615384615383,181.3846153846154,48,21,27,10,11,8,26,2,8,9,21,27,10,11,8,26,2,8,9,34,44,44,54,6,62,4,4,2,4,2,8,2,0,0,0,2,8,4,4,2,2,0,4,28,94,0,0,0,9,9,8,9,9,8,9,9,10,19,15,8,93,29,4,22,0,0,0,2,2,0,4,2,2,0,2,0,4,4,4,122
321.0,57,4You,none,154,899.6578571428571,489.87668831168827,1.272922077922078,2.422222222222222,209.20022222222224,109,64,65,21,20,26,63,16,15,18,64,65,21,20,26,63,16,15,18,88,128,92,130,48,130,12,12,14,12,6,16,10,6,2,2,6,16,12,12,14,10,6,12,28,105,104,71,0,27,25,25,27,26,25,27,26,21,28,24,27,228,80,4,28,30,28,0,10,8,8,12,10,4,10,6,6,8,4,4,308
322.0,56,4You,male,200,923.644675,513.78245,1.3351499999999998,2.701492537313433,216.92283582089553,133,84,82,29,33,25,89,17,24,17,84,82,29,33,25,89,17,24,17,126,160,114,152,56,192,24,14,12,12,18,22,4,12,16,16,18,22,24,12,12,4,12,14,28,105,105,103,59,35,32,36,34,35,35,34,25,28,36,34,36,307,93,8,44,36,32,14,10,12,16,14,8,12,10,12,10,14,8,8,400
323.0,53,4You,female,166,922.1760843373495,512.1993975903615,1.3308433734939757,2.3137254901960786,232.5658823529412,115,78,57,15,22,26,74,13,23,24,78,57,15,22,26,74,13,23,24,106,136,90,152,40,140,22,16,14,20,8,8,8,6,0,0,8,8,22,20,14,8,6,16,28,105,104,95,0,27,25,25,27,26,25,27,26,28,35,34,27,256,76,6,30,30,36,0,18,8,10,12,6,4,4,2,4,12,12,10,332
324.0,48,4You,none,52,960.4290384615384,496.60038461538466,1.290769230769231,2.9166666666666665,205.32083333333333,40,16,29,5,9,7,21,6,4,7,16,29,5,9,7,21,6,4,7,26,50,28,34,18,52,2,0,2,0,2,4,2,2,10,10,2,4,2,0,2,2,2,0,28,76,0,0,0,9,8,9,9,9,8,9,9,8,9,8,9,78,26,2,22,0,0,0,4,2,6,0,2,0,2,6,0,0,2,0,104
