userCode,age,company,gender,total_trips,avg_flight_price,avg_distance,avg_flight_time,avg_days,avg_hotel_price,total_trips_without_hotel_bookings,from_Aracaju (SE),from_Brasilia (DF),from_Campo Grande (MS),from_Florianopolis (SC),from_Natal (RN),from_Recife (PE),from_Rio de Janeiro (RJ),from_Salvador (BH),from_Sao Paulo (SP),to_Aracaju (SE),to_Brasilia (DF),to_Campo Grande (MS),to_Florianopolis (SC),to_Natal (RN),to_Recife (PE),to_Rio de Janeiro (RJ),to_Salvador (BH),to_Sao Paulo (SP),flightType_economic,flightType_firstClass,flightType_premium,agency_CloudFy,agency_FlyingDrops,agency_Rainbow,hotel_Hotel A,hotel_Hotel AF,hotel_Hotel AU,hotel_Hotel BD,hotel_Hotel BP,hotel_Hotel BW,hotel_Hotel CB,hotel_Hotel K,hotel_Hotel Z,place_Aracaju (SE),place_Brasilia (DF),place_Campo Grande (MS),place_Florianopolis (SC),place_Natal (RN),place_Recife (PE),place_Rio de Janeiro (RJ),place_Salvador (BH),place_Sao Paulo (SP),flight_year_2019.0,flight_year_2020.0,flight_year_2021.0,flight_year_2022.0,flight_year_2023.0,flight_month_1.0,flight_month_2.0,flight_month_3.0,flight_month_4.0,flight_month_5.0,flight_month_6.0,flight_month_7.0,flight_month_8.0,flight_month_9.0,flight_month_10.0,flight_month_11.0,flight_month_12.0,flight_is_weekend_False,flight_is_weekend_True,hotel_year_2019.0,hotel_year_2020.0,hotel_year_2021.0,hotel_year_2022.0,hotel_year_2023.0,hotel_month_1.0,hotel_month_2.0,hotel_month_3.0,hotel_month_4.0,hotel_month_5.0,hotel_month_6.0,hotel_month_7.0,hotel_month_8.0,hotel_month_9.0,hotel_month_10.0,hotel_month_11.0,hotel_month_12.0,hotel_is_weekend_False
181.0,23,4You,none,100,920.0098,493.7742,1.283,2.409090909090909,172.4740909090909,78,45,33,13,14,17,42,17,5,14,45,33,13,14,17,42,17,5,14,54,92,54,88,26,86,6,10,0,2,0,8,12,2,4,4,0,8,6,2,0,12,2,10,28,105,67,0,0,18,16,17,18,17,17,18,16,10,18,17,18,153,47,6,26,12,0,0,2,2,12,6,0,0,4,2,2,6,8,0,200
190.0,60,4You,none,39,897.2902564102563,464.9166666666667,1.2079487179487178,3.0,199.61555555555557,30,12,17,6,5,4,17,5,4,8,12,17,6,5,4,17,5,4,8,22,34,22,26,12,40,4,6,0,0,0,2,2,4,0,0,0,2,4,0,0,2,4,6,28,50,0,0,0,9,8,9,9,9,6,0,0,2,9,9,8,59,19,4,14,0,0,0,4,2,0,2,2,4,0,0,2,2,0,0,78
191.0,35,4You,none,140,900.2062857142857,473.2111428571428,1.229857142857143,2.4166666666666665,220.64354166666664,92,66,68,11,15,17,57,17,13,16,66,68,11,15,17,57,17,13,16,76,124,80,116,44,120,14,4,6,12,8,10,18,16,8,8,8,10,14,12,6,18,16,4,28,105,105,42,0,26,25,25,27,25,17,18,18,19,27,25,28,212,68,10,32,38,16,0,8,8,8,10,10,2,6,6,8,8,10,12,280
198.0,41,4You,none,8,1001.80625,503.80125,1.31,2.333333333333333,267.84,5,5,2,1,2,2,2,0,1,1,5,2,1,2,2,2,0,1,1,2,8,6,4,6,6,2,0,0,2,2,0,0,0,0,0,2,0,2,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,0,11,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,16
199.0,49,4You,none,52,831.9270192307692,463.7188461538462,1.2051923076923077,2.857142857142857,219.29619047619047,31,19,23,7,6,6,21,8,8,6,19,23,7,6,6,21,8,8,6,42,34,28,44,10,50,6,6,2,6,0,2,10,10,0,0,0,2,6,6,2,10,10,6,28,76,0,0,0,10,8,8,9,8,9,9,9,8,9,8,9,82,22,14,28,0,0,0,6,4,8,2,0,4,0,2,4,6,2,4,104
200.0,29,4You,none,13,1061.7096153846155,640.1384615384615,1.6638461538461538,3.0,198.46333333333337,10,6,4,1,2,0,4,2,6,1,6,4,1,2,0,4,2,6,1,6,10,10,12,8,6,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,4,2,0,26,0,0,0,0,0,0,0,0,0,0,0,0,2,9,9,6,17,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,26
204.0,30,4You,none,133,949.6866541353384,511.3095488721804,1.328872180451128,2.5428571428571427,220.0111428571429,98,57,59,16,15,17,51,18,16,17,57,59,16,15,17,51,18,16,17,68,116,82,130,36,100,8,8,10,12,4,8,8,8,4,4,4,8,8,12,10,8,8,8,28,105,104,29,0,27,24,26,21,17,17,19,17,19,27,26,26,206,60,12,28,20,10,0,6,8,10,8,6,6,0,4,0,10,4,8,266
205.0,24,4You,none,49,828.7411224489797,460.2481632653061,1.196122448979592,2.5294117647058822,221.26647058823528,32,22,23,6,5,8,20,6,6,2,22,23,6,5,8,20,6,6,2,40,36,22,42,16,40,0,2,10,6,2,6,2,4,2,2,2,6,0,6,10,2,4,2,28,70,0,0,0,9,9,8,9,8,9,9,9,2,9,8,9,69,29,14,20,0,0,0,6,0,0,2,0,4,6,2,0,4,6,4,98
210.0,55,4You,none,153,945.6151960784314,518.2230065359477,1.346797385620915,2.5217391304347827,195.12978260869565,107,70,63,20,18,21,58,18,21,17,70,63,20,18,21,58,18,21,17,84,134,88,114,50,142,12,4,6,14,2,22,16,10,6,6,2,22,12,14,6,16,10,4,28,105,104,69,0,26,25,26,27,26,25,27,26,19,28,24,27,229,77,10,38,18,26,0,4,6,8,10,8,4,14,8,4,6,12,8,306
215.0,30,4You,none,38,920.2461842105264,474.2757894736842,1.2321052631578948,2.8461538461538463,173.1623076923077,25,15,15,4,3,3,17,8,4,7,15,15,4,3,3,17,8,4,7,18,32,26,36,8,32,2,8,4,2,0,6,4,0,0,0,0,6,2,2,4,4,0,8,28,48,0,0,0,9,9,8,9,9,4,0,0,2,9,8,9,65,11,10,16,0,0,0,4,0,4,6,2,0,0,0,2,4,2,2,76
216.0,32,4You,none,170,946.2528823529412,508.6087647058824,1.321705882352941,2.533333333333333,211.1795555555556,125,82,62,19,22,19,73,23,19,21,82,62,19,22,19,73,23,19,21,82,150,108,132,50,158,12,6,6,14,6,12,14,8,12,12,6,12,12,14,6,14,8,6,28,105,105,102,0,25,25,26,26,26,26,28,25,29,36,33,35,263,77,12,28,32,18,0,12,6,2,12,8,4,6,4,10,12,10,4,340
217.0,53,4You,none,51,940.2867647058824,512.3921568627451,1.331372549019608,2.769230769230769,191.4223076923077,38,25,18,8,6,3,22,9,6,5,25,18,8,6,3,22,9,6,5,26,44,32,52,12,38,4,0,0,2,2,6,8,4,0,0,2,6,4,2,0,8,4,0,28,74,0,0,0,10,7,9,9,9,8,9,9,6,9,9,8,79,23,8,18,0,0,0,2,4,2,2,2,2,4,0,0,0,0,8,102
219.0,59,4You,none,167,930.4009580838324,503.77604790419167,1.3092215568862275,2.6296296296296298,199.74092592592592,113,55,69,28,26,25,69,21,18,23,55,69,28,26,25,69,21,18,23,94,152,88,164,54,116,10,16,6,24,2,18,12,14,6,6,2,18,10,24,6,12,14,16,28,105,104,97,0,27,24,26,26,27,25,27,26,28,37,33,28,245,89,10,34,32,32,0,6,8,8,12,8,18,8,2,10,12,6,10,334
220.0,47,4You,none,163,937.6666564417178,517.8908588957056,1.346073619631902,2.3582089552238807,220.6038805970149,96,71,65,15,23,16,70,20,25,21,71,65,15,23,16,70,20,25,21,100,146,80,150,56,120,20,14,14,12,12,12,22,16,12,12,12,12,20,12,14,22,16,14,28,105,104,89,0,27,24,26,27,26,25,29,24,28,37,27,26,236,90,14,40,42,38,0,10,12,8,12,8,14,14,10,16,8,18,4,326
225.0,35,4You,none,5,826.845,490.976,1.276,2.5,312.92499999999995,3,1,2,0,1,0,3,1,0,2,1,2,0,1,0,3,1,0,2,6,2,2,2,2,6,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,8,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,10
227.0,44,4You,none,43,969.6243023255814,514.2172093023256,1.3353488372093023,3.230769230769231,215.1353846153846,30,15,13,5,6,2,26,7,2,10,15,13,5,6,2,26,7,2,10,22,44,20,34,16,36,6,8,2,2,2,0,6,0,0,0,2,0,6,2,2,6,0,8,28,58,0,0,0,9,8,9,9,9,8,6,0,2,9,8,9,66,20,12,14,0,0,0,0,4,2,2,4,2,0,0,2,2,4,4,86
229.0,51,4You,none,139,898.1803237410072,484.53460431654673,1.2594964028776978,2.631578947368421,206.8168421052632,101,54,65,21,22,16,55,15,13,17,54,65,21,22,16,55,15,13,17,76,114,88,130,42,106,14,4,4,12,4,16,6,6,10,10,4,16,14,12,4,6,6,4,28,105,105,40,0,25,26,25,27,24,16,20,16,19,27,25,28,218,60,12,26,28,10,0,6,6,6,0,4,4,6,4,6,16,6,12,278
236.0,46,4You,none,143,956.1119230769232,548.4518181818182,1.4252447552447554,2.6,206.4188888888889,98,64,59,23,30,16,47,14,20,13,64,59,23,30,16,47,14,20,13,102,108,76,122,40,124,14,10,10,4,8,20,6,14,4,4,8,20,14,4,10,6,14,10,28,105,104,49,0,27,25,25,26,26,23,19,17,19,27,26,26,206,80,8,42,26,14,0,4,6,10,4,8,6,10,10,2,10,12,8,286
240.0,33,4You,none,88,974.8838068181816,518.6572727272727,1.3473863636363637,2.6818181818181817,203.92954545454543,66,39,37,12,13,6,36,13,9,11,39,37,12,13,6,36,13,9,11,44,82,50,78,16,82,6,4,0,2,4,4,12,6,6,6,4,4,6,2,0,12,6,4,28,105,43,0,0,18,16,17,19,17,8,9,9,10,18,18,17,133,43,14,24,6,0,0,4,2,4,2,2,4,2,0,0,8,4,12,176
243.0,45,4You,none,165,944.0105454545454,527.3498181818181,1.3701818181818182,2.6,213.8462,115,69,59,22,20,19,68,23,27,23,69,59,22,20,19,68,23,27,23,94,140,96,138,52,140,14,12,6,24,2,8,18,6,10,10,2,8,14,24,6,18,6,12,28,105,104,93,0,26,25,26,27,26,25,28,25,28,36,31,27,245,85,14,30,26,30,0,6,10,4,10,6,10,6,10,12,12,6,8,330
247.0,25,4You,none,183,953.8593989071038,524.1954098360656,1.3621311475409836,2.4782608695652173,218.85239130434783,137,78,71,25,22,18,76,24,28,24,78,71,25,22,18,76,24,28,24,120,180,66,146,70,150,10,16,6,10,12,4,14,14,6,6,12,4,10,10,6,14,14,16,28,105,104,104,25,36,32,34,28,24,26,29,24,28,36,33,36,275,91,4,26,32,26,4,12,6,12,6,6,4,8,8,4,6,4,16,366
252.0,47,4You,none,31,1051.148870967742,583.2403225806452,1.5154838709677418,3.272727272727273,257.16,20,14,9,2,2,4,17,4,8,2,14,9,2,2,4,17,4,8,2,18,32,12,20,12,30,0,0,4,4,2,0,0,8,4,4,2,0,0,4,4,0,8,0,28,34,0,0,0,9,9,8,8,0,0,0,0,2,9,8,9,46,16,12,10,0,0,0,4,2,2,2,0,0,0,0,0,6,4,2,62
254.0,44,4You,none,188,924.4943085106382,493.63138297872337,1.2829255319148936,2.647058823529412,215.4272549019608,137,77,74,19,26,26,88,24,23,19,77,74,19,26,26,88,24,23,19,94,188,94,162,74,140,10,12,6,18,12,6,18,8,12,12,12,6,10,18,6,18,8,12,28,105,105,103,35,35,32,36,35,26,25,28,25,28,35,35,36,285,91,6,30,20,36,10,8,6,18,4,6,0,14,6,6,10,8,16,376
256.0,51,4You,none,64,950.952890625,526.5946875,1.3684375,2.3043478260869565,228.07260869565215,41,29,23,6,6,12,23,11,10,8,29,23,6,6,12,23,11,10,8,32,52,44,40,18,70,8,4,2,8,4,4,6,10,0,0,4,4,8,8,2,6,10,4,28,100,0,0,0,10,8,8,9,9,8,9,9,10,19,17,12,88,40,8,38,0,0,0,2,2,0,2,6,4,6,0,4,8,8,4,128
259.0,49,4You,none,97,860.4413402061855,476.8224742268041,1.239278350515464,2.32,192.7636,72,44,34,11,10,16,42,8,11,18,44,34,11,10,16,42,8,11,18,68,68,58,102,28,64,6,8,2,2,4,6,12,2,8,8,4,6,6,2,2,12,2,8,28,105,61,0,0,18,16,17,18,18,16,19,9,10,18,17,18,154,40,6,30,14,0,0,4,6,6,2,6,2,4,2,2,6,8,2,194
260.0,51,4You,none,151,894.5641059602649,483.1570198675497,1.255496688741722,2.268292682926829,203.19487804878048,110,69,67,19,17,22,59,18,18,13,69,67,19,17,22,59,18,18,13,96,126,80,124,42,136,8,6,6,12,10,14,10,4,12,12,10,14,8,12,6,10,4,6,28,105,105,64,0,25,25,26,26,27,25,26,23,19,27,26,27,203,99,10,28,24,20,0,8,6,4,8,8,8,10,2,2,16,4,6,302
261.0,50,4You,none,119,1010.1470588235294,538.1438655462185,1.398235294117647,2.361111111111111,238.7805555555556,83,58,50,7,13,19,44,15,20,12,58,50,7,13,19,44,15,20,12,58,136,44,98,40,100,6,6,6,12,8,0,6,16,12,12,8,0,6,12,6,6,16,6,28,105,104,1,0,20,15,17,19,17,16,19,17,19,28,25,26,173,65,12,24,36,0,0,6,2,6,6,4,4,8,2,6,12,6,10,238
263.0,34,4You,none,104,899.1555288461539,474.7083653846154,1.2335576923076923,2.357142857142857,231.41285714285712,76,45,46,12,10,15,39,16,8,17,45,46,12,10,15,39,16,8,17,56,92,60,80,34,94,6,10,12,8,4,2,6,4,4,4,4,2,6,8,12,6,4,10,28,105,75,0,0,19,16,16,18,18,16,19,17,16,19,17,17,160,48,6,30,20,0,0,6,6,4,4,4,2,8,4,8,2,2,6,208
268.0,47,4You,none,184,912.430516304348,502.79684782608695,1.3067391304347826,2.719298245614035,223.7933333333333,127,67,76,19,31,26,85,21,23,20,67,76,19,31,26,85,21,23,20,112,150,106,166,54,148,20,14,14,16,8,10,18,10,4,4,8,10,20,16,14,18,10,14,28,105,104,104,27,36,33,34,28,26,25,28,25,28,37,33,35,268,100,0,48,34,26,6,8,16,10,18,10,8,10,8,8,4,6,8,368
269.0,49,4You,none,55,887.3290909090908,465.25745454545455,1.2089090909090907,2.5416666666666665,238.2758333333333,31,22,20,8,9,8,27,4,4,8,22,20,8,9,8,27,4,4,8,30,48,32,50,16,44,8,6,6,10,8,2,2,2,4,4,8,2,8,10,6,2,2,6,28,82,0,0,0,10,8,8,9,8,9,10,8,10,13,8,9,85,25,14,34,0,0,0,4,4,2,2,0,6,6,4,4,10,2,4,110
275.0,60,4You,none,90,979.688,541.2615555555556,1.4065555555555556,2.45,215.932,70,47,32,11,17,9,34,11,10,9,47,32,11,17,9,34,11,10,9,56,82,42,78,22,80,8,8,2,2,4,2,8,4,2,2,4,2,8,2,2,8,4,8,28,105,47,0,0,19,14,18,18,18,12,9,9,10,18,17,18,135,45,4,26,10,0,0,4,4,6,2,6,2,2,4,0,2,2,6,180
276.0,26,4You,none,160,905.7913125,503.5278125,1.3086875,2.159090909090909,216.9181818181818,116,63,69,31,22,21,54,22,20,18,63,69,31,22,21,54,22,20,18,118,130,72,134,44,142,12,4,6,18,6,12,14,12,4,4,6,12,12,18,6,14,12,4,28,105,104,83,0,28,23,26,28,25,25,29,24,28,32,26,26,250,70,10,30,28,20,0,12,6,10,2,6,16,10,4,6,6,0,10,320
277.0,63,4You,none,24,1008.1635416666668,527.2837499999999,1.3704166666666666,2.0,192.00625,16,10,9,3,4,2,11,1,4,4,10,9,3,4,2,11,1,4,4,8,22,18,24,8,16,4,4,0,0,2,4,0,2,0,0,2,4,4,0,0,0,2,4,28,20,0,0,0,9,8,3,0,0,0,0,0,2,9,8,9,36,12,10,6,0,0,0,6,0,0,0,0,0,0,0,0,4,2,4,48
281.0,29,4You,none,188,913.3321542553192,478.2558510638298,1.2427127659574468,2.362068965517241,220.29327586206895,130,81,74,30,16,22,78,23,24,28,81,74,30,16,22,78,23,24,28,92,166,118,154,54,168,12,12,16,10,16,12,16,14,8,8,16,12,12,10,16,16,14,12,28,105,104,105,34,35,33,34,36,25,26,28,25,28,36,34,36,280,96,8,36,42,20,10,8,6,20,12,6,6,10,2,12,12,6,16,376
282.0,36,4You,none,71,935.8880985915494,538.4342253521127,1.3988732394366197,2.272727272727273,203.67454545454547,49,30,27,12,15,9,34,4,6,5,30,27,12,15,9,34,4,6,5,46,60,36,50,26,66,12,4,0,8,2,10,4,2,2,2,2,10,12,8,0,4,2,4,28,105,9,0,0,19,8,8,9,9,8,9,9,10,18,18,17,113,29,6,36,2,0,0,8,0,4,2,2,0,2,8,4,12,0,2,142
285.0,33,4You,none,100,928.21105,515.0365,1.3383,2.576923076923077,208.02961538461537,74,40,38,12,18,13,42,13,9,15,40,38,12,18,13,42,13,9,15,68,92,40,78,28,94,10,6,4,6,4,10,4,4,4,4,4,10,10,6,4,4,4,6,28,105,67,0,0,18,16,17,18,18,16,20,14,10,19,17,17,147,53,4,24,24,0,0,6,4,8,4,4,6,4,2,6,6,0,2,200
287.0,39,4You,none,184,899.8350815217391,502.4084782608696,1.3055434782608697,2.293103448275862,208.0205172413793,126,84,75,26,22,24,77,22,19,19,84,75,26,22,24,77,22,19,19,116,144,108,158,48,162,12,12,10,14,4,20,12,24,8,8,4,20,12,14,10,12,24,12,28,105,104,105,26,34,34,34,27,27,25,26,27,28,37,32,37,278,90,10,36,28,34,8,6,16,6,10,6,10,8,6,14,6,18,10,368
288.0,23,4You,none,122,982.7445081967212,524.957868852459,1.3639344262295083,2.5428571428571427,223.46571428571428,87,42,53,7,14,18,60,13,18,19,42,53,7,14,18,60,13,18,19,54,120,70,94,42,108,12,16,12,4,0,6,6,12,2,2,0,6,12,4,12,6,12,16,28,105,104,7,0,26,16,16,18,18,16,19,17,19,26,27,26,179,65,12,22,32,4,0,8,0,4,6,4,10,2,6,10,8,4,8,244
290.0,43,4You,none,181,949.8529834254144,516.7645856353591,1.3427624309392263,2.4347826086956523,204.36717391304347,135,82,60,26,28,24,82,19,16,25,82,60,26,28,24,82,19,16,25,90,148,124,156,42,164,14,14,6,16,6,14,10,4,8,8,6,14,14,16,6,10,4,14,28,105,104,104,21,37,31,30,27,26,25,27,26,28,37,33,35,273,89,8,20,34,24,6,12,8,10,6,8,4,4,2,10,8,6,14,362
292.0,36,4You,none,81,927.818950617284,522.8707407407408,1.3588888888888888,2.793103448275862,200.97379310344823,52,32,39,12,8,8,29,11,13,10,32,39,12,8,8,29,11,13,10,56,64,42,80,22,60,8,6,2,4,4,10,10,10,4,4,4,10,8,4,2,10,10,6,28,105,29,0,0,18,17,16,13,9,8,9,9,10,19,17,17,120,42,10,38,10,0,0,10,6,6,8,0,4,4,2,2,0,8,8,162
293.0,55,4You,none,77,878.625064935065,481.08051948051946,1.25,2.4,225.8428,52,29,38,11,5,8,30,7,13,13,29,38,11,5,8,30,7,13,13,48,58,48,62,22,70,4,12,6,6,4,0,6,10,2,2,4,0,4,6,6,6,10,12,28,105,21,0,0,17,17,13,9,9,8,9,9,10,18,17,18,105,49,10,36,4,0,0,4,2,4,0,2,0,6,4,4,4,10,10,154
296.0,28,4You,none,146,899.7826369863012,498.74219178082194,1.2959589041095891,2.5217391304347827,209.35065217391303,100,67,51,17,19,18,62,16,16,26,67,51,17,19,18,62,16,16,26,82,114,96,132,28,132,16,16,2,14,2,10,10,12,10,10,2,10,16,14,2,10,12,16,28,105,105,54,0,26,25,25,27,25,26,22,17,19,28,24,28,221,71,10,40,26,16,0,6,12,8,8,6,2,4,8,6,12,8,12,292
297.0,49,4You,none,90,927.8344444444446,531.758,1.3815555555555556,2.4,186.2253333333333,60,46,33,20,6,7,34,9,18,7,46,33,20,6,7,34,9,18,7,58,58,64,76,26,78,6,6,2,8,4,16,6,8,4,4,4,16,6,8,2,6,8,6,28,105,47,0,0,17,16,18,18,17,13,9,9,10,19,16,18,137,43,12,30,18,0,0,10,0,8,10,8,2,2,2,2,6,6,4,180
299.0,28,4You,none,55,898.6004545454546,496.5841818181818,1.2905454545454549,2.6666666666666665,198.6509523809524,34,16,20,4,9,8,29,6,7,11,16,20,4,9,8,29,6,7,11,42,50,18,54,20,36,4,8,0,10,0,6,4,8,2,2,0,6,4,10,0,4,8,8,28,82,0,0,0,9,8,9,9,8,9,10,8,10,13,8,9,76,34,12,30,0,0,0,4,6,0,2,2,2,4,6,6,6,2,2,110
300.0,25,4You,none,153,912.8956209150326,483.696339869281,1.2568627450980392,2.5510204081632653,206.86428571428573,104,70,56,20,15,29,52,18,21,25,70,56,20,15,29,52,18,21,25,88,122,96,122,46,138,14,16,10,16,4,18,6,12,2,2,4,18,14,16,10,6,12,16,28,105,104,69,0,28,23,26,26,27,25,27,26,19,27,26,26,234,72,10,24,34,30,0,10,12,4,8,8,10,6,8,10,4,12,6,306
301.0,58,4You,none,128,918.4320703125,489.82421875,1.27296875,2.3,209.8665,88,54,56,16,13,16,50,15,14,22,54,56,16,13,16,50,15,14,22,78,112,66,92,40,124,8,18,6,12,8,4,8,2,14,14,8,4,8,12,6,8,2,18,28,105,104,19,0,28,22,20,18,18,16,18,18,19,28,24,27,190,66,4,36,36,4,0,8,12,10,2,10,0,8,8,4,6,4,8,256
306.0,43,4You,none,86,909.6398837209302,490.4302325581396,1.2746511627906978,2.625,161.62208333333334,62,37,36,16,10,9,34,7,8,15,37,36,16,10,9,34,7,8,15,52,68,52,74,22,76,2,12,0,4,2,12,4,2,10,10,2,12,2,4,0,4,2,12,28,105,39,0,0,18,16,17,19,13,8,9,9,10,19,17,17,127,45,12,30,6,0,0,2,4,4,8,4,0,2,0,2,10,6,6,172
310.0,32,4You,none,51,896.1740196078431,468.5882352941176,1.218235294117647,2.8,227.944,36,17,26,6,8,8,21,2,8,6,17,26,6,8,8,21,2,8,6,24,48,30,30,18,54,6,4,0,10,2,2,0,2,4,4,2,2,6,10,0,0,2,4,28,74,0,0,0,9,8,9,9,9,8,9,9,6,9,8,9,76,26,10,20,0,0,0,4,0,4,2,0,2,6,2,0,4,2,4,102
311.0,30,4You,none,8,866.8025,494.895,1.2875,1.5,214.7,6,2,6,1,1,0,2,2,1,1,2,6,1,1,0,2,2,1,1,6,4,6,10,2,4,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,9,5,0,12,4,4,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,16
318.0,50,4You,none,50,942.8658,522.8826,1.3588,2.8421052631578947,201.77947368421053,31,24,21,7,9,6,17,5,5,6,24,21,7,9,6,17,5,5,6,32,40,28,36,10,54,8,6,2,2,0,6,4,2,8,8,0,6,8,2,2,4,2,6,28,72,0,0,0,9,8,9,9,9,8,10,8,4,9,8,9,68,32,10,28,0,0,0,2,2,2,8,4,4,2,2,4,0,6,2,100
321.0,57,4You,none,154,899.6578571428571,489.8766883116882,1.272922077922078,2.422222222222222,209.20022222222224,109,64,65,21,20,26,63,16,15,18,64,65,21,20,26,63,16,15,18,88,128,92,130,48,130,12,12,14,12,6,16,10,6,2,2,6,16,12,12,14,10,6,12,28,105,104,71,0,27,25,25,27,26,25,27,26,21,28,24,27,228,80,4,28,30,28,0,10,8,8,12,10,4,10,6,6,8,4,4,308
324.0,48,4You,none,52,960.4290384615384,496.6003846153847,1.290769230769231,2.9166666666666665,205.32083333333333,40,16,29,5,9,7,21,6,4,7,16,29,5,9,7,21,6,4,7,26,50,28,34,18,52,2,0,2,0,2,4,2,2,10,10,2,4,2,0,2,2,2,0,28,76,0,0,0,9,8,9,9,9,8,9,9,8,9,8,9,78,26,2,22,0,0,0,4,2,6,0,2,0,2,6,0,0,2,0,104
325.0,24,4You,none,166,897.6739457831326,495.6360240963856,1.2882530120481928,2.5609756097560976,208.3131707317073,125,66,78,26,21,14,64,23,22,18,66,78,26,21,14,64,23,22,18,110,134,88,150,38,144,10,8,6,2,8,14,10,18,6,6,8,14,10,2,6,10,18,8,28,105,104,95,0,27,24,26,27,25,26,28,25,28,37,32,27,249,83,10,26,28,18,0,12,4,10,8,2,2,8,2,14,2,10,8,332
330.0,57,4You,none,129,962.2777131782946,533.039534883721,1.3851937984496123,2.488372093023256,214.13906976744184,86,62,51,11,20,14,50,11,23,16,62,51,11,20,14,50,11,23,16,76,112,70,128,42,88,4,12,8,14,6,8,8,16,10,10,6,8,4,14,8,8,16,12,28,105,104,21,0,27,25,20,18,17,17,19,17,19,28,24,27,190,68,14,20,44,8,0,12,6,2,14,4,2,4,8,8,10,6,10,258
332.0,38,4You,none,48,920.5765625,524.35875,1.3625,2.3846153846153846,240.5592307692308,35,22,21,4,10,6,18,5,4,6,22,21,4,10,6,18,5,4,6,34,36,26,44,16,36,8,0,2,2,2,2,4,2,4,4,2,2,8,2,2,4,2,0,28,68,0,0,0,10,8,8,9,8,9,10,6,2,9,8,9,74,22,2,24,0,0,0,0,8,2,2,2,2,4,4,0,2,0,0,96
333.0,30,4You,none,35,955.7541428571428,543.3114285714286,1.4117142857142857,1.8,216.23,30,14,14,1,5,4,14,8,6,4,14,14,1,5,4,14,8,6,4,26,32,12,36,10,24,0,0,0,4,0,0,4,2,0,0,0,0,0,4,0,4,2,0,28,42,0,0,0,9,9,8,9,7,0,0,0,2,9,9,8,56,14,2,8,0,0,0,4,0,0,0,4,0,0,0,0,0,0,2,70
335.0,34,4You,none,73,944.9534246575344,503.6727397260274,1.3084931506849315,2.9642857142857144,182.02857142857144,45,28,27,12,5,5,35,12,9,13,28,27,12,5,5,35,12,9,13,42,62,42,78,20,48,2,12,0,6,6,10,6,8,6,6,6,10,2,6,0,6,8,12,28,105,13,0,0,18,12,9,9,9,8,9,9,10,18,17,18,116,30,14,42,0,0,0,4,0,2,6,4,0,4,4,6,12,4,10,146
337.0,37,4You,none,189,934.4208465608466,502.0218518518519,1.3043915343915344,2.440677966101695,194.1842372881356,130,74,71,24,19,23,85,32,20,30,74,71,24,19,23,85,32,20,30,92,172,114,156,42,180,8,12,10,12,16,24,18,10,8,8,16,24,8,12,10,18,10,12,28,105,104,104,37,37,31,36,35,28,25,27,26,29,35,33,36,285,93,4,28,40,30,16,12,4,20,10,2,10,8,6,16,12,8,10,378
340.0,25,4You,none,26,960.131153846154,482.6096153846154,1.255,2.2857142857142856,180.69285714285712,19,9,14,2,9,3,9,3,1,2,9,14,2,9,3,9,3,1,2,10,30,12,16,12,24,0,2,0,4,2,2,4,0,0,0,2,2,0,4,0,4,0,2,28,24,0,0,0,9,9,6,0,0,0,0,0,2,9,8,9,37,15,8,6,0,0,0,2,4,0,0,0,0,0,0,0,4,4,0,52
341.0,31,4You,none,180,928.4618333333334,507.38305555555553,1.3186111111111112,2.3859649122807016,232.1368421052632,123,85,76,25,30,24,64,17,20,19,85,76,25,30,24,64,17,20,19,114,152,94,130,44,186,32,12,8,14,14,12,8,8,6,6,14,12,32,14,8,8,8,12,28,105,104,104,19,35,33,28,27,26,25,28,25,29,36,32,36,272,88,2,30,42,32,8,12,10,10,12,6,12,16,10,8,6,6,6,360
345.0,46,4You,none,95,949.1910526315788,525.9977894736842,1.3669473684210525,2.333333333333333,201.60533333333333,65,41,39,14,15,10,37,11,12,11,41,39,14,15,10,37,11,12,11,60,86,44,86,38,66,8,8,4,4,6,12,6,10,2,2,6,12,8,4,4,6,10,8,28,105,57,0,0,17,17,17,18,18,16,15,9,10,19,16,18,140,50,4,38,18,0,0,2,6,8,8,6,4,4,8,2,2,4,6,190
351.0,32,4You,none,133,922.9274436090226,526.8493233082708,1.3689473684210527,2.8,199.47266666666667,103,57,47,22,21,14,55,21,12,17,57,47,22,21,14,55,21,12,17,98,102,66,112,30,124,6,8,8,4,8,12,8,4,2,2,8,12,6,4,8,8,4,8,28,105,105,28,0,26,25,25,21,18,16,18,18,19,28,24,28,194,72,8,22,26,4,0,2,8,4,4,4,2,8,4,6,12,4,2,266
